-9.065576223470659170e+04 -1.073592024239419407e+05 -5.913337072125248233e+04 -1.236265677781523264e+05 -1.118254874604693905e+05
-8.808856110491152504e+04 -1.070160275584466435e+05 -5.610887658991734497e+04 -1.175714337604242610e+05 -1.113379240188738331e+05
-8.555606001464342989e+04 -1.064894984103415918e+05 -5.345046381720127829e+04 -1.109502670894252224e+05 -1.106951281285868172e+05
-8.306634680698203738e+04 -1.059378361379613925e+05 -5.116646233084209962e+04 -1.039470229787564604e+05 -1.099801030096012983e+05
-8.063688236096788023e+04 -1.055245449434611073e+05 -4.927014599497693416e+04 -9.676452753898939409e+04 -1.092690062472810241e+05
-7.829488455089434865e+04 -1.054082624030603474e+05 -4.777907051001225773e+04 -8.961428953351074597e+04 -1.086262979794472776e+05
-7.607668532189229154e+04 -1.057330716315778991e+05 -4.671384409364040766e+04 -8.270547694905057142e+04 -1.081010909853558405e+05
-7.402616969845566200e+04 -1.066197897226653295e+05 -4.609640796724722168e+04 -7.623378939760361391e+04 -1.077248539781418076e+05
-7.219219459181146522e+04 -1.081587099907019292e+05 -4.594807265460539929e+04 -7.037101865138947323e+04 -1.075105796139509475e+05
-7.062526773405067797e+04 -1.104042218533836422e+05 -4.628733430150200729e+04 -6.525608245625746349e+04 -1.074533330751006142e+05
-6.937376328143542923e+04 -1.133714493884015828e+05 -4.712769166464955197e+04 -6.098818381079812389e+04 -1.075321540132909722e+05
-6.847993760810562526e+04 -1.170350895335258247e+05 -4.847545877287114854e+04 -5.762263918296719203e+04 -1.077129759274719254e+05
-6.797624127225385746e+04 -1.213303385728565627e+05 -5.032773764968081377e+04 -5.516974229431364074e+04 -1.079524366033671249e+05
-6.788224487172550289e+04 -1.261558007363688230e+05 -5.267063799617520999e+04 -5.359668921501102886e+04 -1.082021886739171023e+05
-6.820250062069416163e+04 -1.313781643820765312e+05 -5.547779724462631566e+04 -5.283245709478419303e+04 -1.084134835062859347e+05
-6.892567672332588700e+04 -1.368382600063041900e+05 -5.870932455829469109e+04 -5.277517041985917604e+04 -1.085416594770583179e+05
-7.002501625364705978e+04 -1.423582690614273888e+05 -6.231128382834092918e+04 -5.330134747193891235e+04 -1.085502943465205462e+05
-7.146016951357015932e+04 -1.477496471817322890e+05 -6.621580314907111460e+04 -5.427626155521593319e+04 -1.084147601731844188e+05
-7.318027296173514333e+04 -1.528214085565907299e+05 -7.034186018628621241e+04 -5.556451584492745314e+04 -1.081249913195315312e+05
-7.512793956663925201e+04 -1.573885158176387195e+05 -7.459684972241548530e+04 -5.704003097852563224e+04 -1.076873143030808133e+05
-7.724388814858025580e+04 -1.612799248838445055e+05 -7.887887766505738546e+04 -5.859463767522364651e+04 -1.071252288505870238e+05
-7.947160039069753839e+04 -1.643460926508482953e+05 -8.307975791360608127e+04 -6.014468077923079545e+04 -1.064791150458062912e+05
-8.176169975535971753e+04 -1.664656560117101180e+05 -8.708857477019318321e+04 -6.163520057598251151e+04 -1.058048661703885591e+05
-8.407543033785745502e+04 -1.675509869815325947e+05 -9.079567769278144988e+04 -6.304150586480695347e+04 -1.051715132379099377e+05
-8.638701462877857557e+04 -1.675524575622258708e+05 -9.409682596025745443e+04 -6.436820951504693221e+04 -1.046579088073955209e+05
-8.868446805040919571e+04 -1.664611929501055274e+05 -9.689731528980554140e+04 -6.564593830012594117e+04 -1.043486759182968090e+05
-9.096897760015341919e+04 -1.643101251763418841e+05 -9.911577083483109891e+04 -6.692618645891468623e+04 -1.043295074992271402e+05
-9.325268080477722106e+04 -1.611732632767402101e+05 -1.006874272580196848e+05 -6.827478139430278679e+04 -1.046821497584098543e+05
-9.555530993348563788e+04 -1.571630706093146873e+05 -1.015666288217990659e+05 -6.976466896555261337e+04 -1.054792088382625516e+05
-9.789983591799490387e+04 -1.524260176931475871e+05 -1.017284856395264360e+05 -7.146853559241027688e+04 -1.067791256220252981e+05
-1.003077775292738079e+05 -1.471363803025386005e+05 -1.011695543873461429e+05 -7.345185895200482628e+04 -1.086215771135389368e+05
-1.027945219457348721e+05 -1.414885132641738455e+05 -9.990759184258728055e+04 -7.576688257014038390e+04 -1.110235997367109521e+05
-1.053652165373119642e+05 -1.356879676828205120e+05 -9.798038853045064025e+04 -7.844779310001475096e+04 -1.139767131464095728e+05
-1.080115747635408043e+05 -1.299418456703544507e+05 -9.544387682223925367e+04 -8.150744568178194459e+04 -1.174452635792243818e+05
-1.107099591593223740e+05 -1.244489804257422220e+05 -9.236961267879632942e+04 -8.493563818681068369e+04 -1.213661682046265050e+05
-1.134208222004987329e+05 -1.193904446249253815e+05 -8.884189634168529301e+04 -8.869893112809944432e+04 -1.256501575162739318e+05
-1.160895351969835174e+05 -1.149211098722914612e+05 -8.495461002013084362e+04 -9.274194294627982890e+04 -1.301844990965731849e+05
-1.186484542220334697e+05 -1.111626787524595711e+05 -8.080807559394164127e+04 -9.698986574453870708e+04 -1.348371297658451367e+05
-1.210199969938845898e+05 -1.081988102148122562e+05 -7.650593068236045656e+04 -1.013519479882764135e+05 -1.394619414135948464e+05
-1.231204214932731993e+05 -1.060725152189242945e+05 -7.215222134198242566e+04 -1.057256976390171185e+05 -1.439049915151784080e+05
-1.248639790629264753e+05 -1.047861151055513183e+05 -6.784867262319216388e+04 -1.100014894878018094e+05 -1.480112232385898242e+05
-1.261671453312563099e+05 -1.043036648954243283e+05 -6.369220621511837817e+04 -1.140673082280419767e+05 -1.516313722486061160e+05
-1.269526976732760959e+05 -1.045556174622314720e+05 -5.977264041300085228e+04 -1.178133977742665447e+05 -1.546285862318275031e+05
-1.271534613700256887e+05 -1.054453192413302313e+05 -5.617057661673541588e+04 -1.211366056144311442e+05 -1.568844372761451523e+05
-1.267156354241085646e+05 -1.068568037244034203e+05 -5.295540701043717854e+04 -1.239443119450551894e+05 -1.583040550910650927e+05
-1.256016721830380557e+05 -1.086632202740881330e+05 -5.018344872224246501e+04 -1.261577295291267510e+05 -1.588200367844945577e+05
-1.237926915921599575e+05 -1.107352556031316926e+05 -4.789628230479006743e+04 -1.277146766425873502e+05 -1.583950771623274195e+05
-1.212904868115356658e+05 -1.129489092047988961e+05 -4.611928503249233472e+04 -1.285716530262039014e+05 -1.570232553752192762e+05
-1.181190375579658430e+05 -1.151920899519046798e+05 -4.486055391852108733e+04 -1.287052948976938351e+05 -1.547298885589112178e+05
-1.143255086445568013e+05 -1.173696612639266095e+05 -4.411031671891050064e+04 -1.281132421270128398e+05 -1.515701899257924815e+05
-1.099806444727844791e+05 -1.194066914487904869e+05 -4.384102503753532801e+04 -1.268144177667678159e+05 -1.476266960046241875e+05
-1.051783175349912781e+05 -1.212498597902078473e+05 -4.400822712070545822e+04 -1.248487910098830325e+05 -1.430057330491299799e+05
-1.000341549512737547e+05 -1.228671922209563199e+05 -4.455238308322183730e+04 -1.222766239043689129e+05 -1.378330316083105863e+05
-9.468298885749276087e+04 -1.242463109294966271e+05 -4.540166744184878917e+04 -1.191772840664107935e+05 -1.322487284732604749e+05
-8.927507819283370918e+04 -1.253916520951873244e+05 -4.647566129999101395e+04 -1.156475244061328121e+05 -1.264018808180393826e+05
-8.397104072207609715e+04 -1.263209740976048197e+05 -4.768982482238395460e+04 -1.117993078725340165e+05 -1.204447826387435780e+05
-7.893568103354479535e+04 -1.270616208656996459e+05 -4.896055510232302913e+04 -1.077571354703603429e+05 -1.145272453983606392e+05
-7.433086244894185802e+04 -1.276469016710662399e+05 -5.021037301343552826e+04 -1.036547713205804466e+05 -1.087910980383824935e+05
-7.030791417144930165e+04 -1.281128015560997301e+05 -5.137294641069887439e+04 -9.963146961334954540e+04 -1.033651092948570877e+05
-6.700002852137376613e+04 -1.284952943321040366e+05 -5.239747492232138029e+04 -9.582759584151471790e+04 -9.836059247935735038e+04
-6.451519751620763418e+04 -1.288282692202192993e+05 -5.325201823808937479e+04 -9.237974203921205481e+04 -9.386793249741679756e+04
-6.293028762471629307e+04 -1.291420667545780307e+05 -5.392543277089884214e+04 -8.941545533408097981e+04 -8.995408109828449960e+04
-6.228677556360213202e+04 -1.294625253274465504e+05 -5.442765917945159163e+04 -8.704770124128066527e+04 -8.666128808250192378e+04
-6.258850743362933281e+04 -1.298104114159285527e+05 -5.478830336341316433e+04 -8.536939918884036888e+04 -8.400701789886238112e+04
-6.380170812686851423e+04 -1.302010427680448920e+05 -5.505350661439737451e+04 -8.444826408479842939e+04 -8.198504771057219477e+04
-6.585727127215814835e+04 -1.306440120458154997e+05 -5.528141378949498903e+04 -8.432238995456034900e+04 -8.056766264589386992e+04
-6.865512236227927497e+04 -1.311429156922187249e+05 -5.553654591782004718e+04 -8.499694766871229513e+04 -7.970873089564536349e+04
-7.207029860944375105e+04 -1.316950188470000285e+05 -5.588362419110303745e+04 -8.644242376166654867e+04 -7.934748457184841391e+04
-7.596012463662619120e+04 -1.322909411327441339e+05 -5.638140815592537547e+04 -8.859459880600898759e+04 -7.941274030245997710e+04
-8.017200096295952972e+04 -1.329144290347637143e+05 -5.707705872309618280e+04 -9.135664615562147810e+04 -7.982728360570948280e+04
-8.455101381333800964e+04 -1.335423320324342349e+05 -5.800165959114309226e+04 -9.460325079762465612e+04 -8.051227587997572846e+04
-8.894692817183725128e+04 -1.341449290096484765e+05 -5.916720111611769971e+04 -9.818674893956122105e+04 -8.139137962496871478e+04
-9.321994027945466223e+04 -1.346867705781219993e+05 -6.056541133240315685e+04 -1.019449189795541752e+05 -8.239451809124602005e+04
-9.724504286053268879e+04 -1.351280825917772599e+05 -6.216844908049093647e+04 -1.057099631746552623e+05 -8.346115366358701431e+04
-1.009147909275746642e+05 -1.354268351852234337e+05 -6.393140491935490718e+04 -1.093181010582177259e+05 -8.454293943085103820e+04
-1.041405449288681848e+05 -1.355413232478291029e+05 -6.579637861782852269e+04 -1.126189919924598362e+05 -8.560576251595864596e+04
-1.068524631543936703e+05 -1.354333249959046079e+05 -6.769760861533420393e+04 -1.154843544483001460e+05 -8.663107955531899643e+04
